DateTime,AddedIPs,RemovedIPs
1540202522,18,31
1540203723,16,64
1540204323,11,0
1540204923,25,0
1540205523,21,52
1540206123,32,0
1540207323,8,61
1540208525,32,63
1540209124,22,8
1540209723,63,40
1540210323,51,18
1540210923,55,0
1540212123,3,30
1540213323,6,2
1540213924,24,26
1540214523,23,30
1540215123,11,0
1540215723,19,25
1540216323,5,0
1540216923,36,13
1540217523,20,11
1540218125,14,32
1540219323,21,22
1540219924,43,0
1540220523,17,18
1540221123,20,0
1540221724,15,36
1540222324,13,18
1540222924,12,20
1540224124,5,28
1540224724,8,32
1540225322,12,35
1540226523,11,31
1540227123,9,23
1540227724,8,0
1540228923,9,34
1540229524,19,40
1540230123,9,17
1540231324,9,18
1540231923,19,17
1540232523,14,21
1540233724,7,52
1540234324,17,41
1540234924,11,31
1540236123,14,35
1540236724,17,16
1540237323,11,18
1540238524,6,9
1540239124,15,12
1540239723,19,0
1540240923,7,31
1540241523,9,22
1540242123,14,9
1540243323,4,68
1540244523,9,38
1540245123,8,27
1540245724,23,0
1540246323,11,17
1540246923,20,17
1540248123,11,20
1540248723,17,44
1540249323,12,37
1540249923,15,0
1540250523,10,13
1540251123,12,0
1540251722,16,14
1540252323,10,15
1540252925,8,0
1540254123,15,58
1540254723,14,0
1540255323,13,6
1540256524,7,4
1540257124,16,21
1540257724,9,0
1540258923,4,42
1540259523,17,16
1540260123,14,25
1540261323,18,30
1540261923,14,30
1540262523,11,0
1540263724,30,44
1540264323,9,31
1540264924,30,24
1540266124,17,0
1540266723,16,26
1540267322,27,0
1540268523,26,32
1540269123,15,27
1540269723,21,31
1540270322,24,0
1540270923,31,27
1540271524,31,22
1540272123,22,20
1540272723,20,0
1540273323,28,23
1540273924,26,0
1540274523,13,24
1540275123,8,0
1540275723,35,17
1540276322,12,41
1540276923,24,0
1540278123,12,60
1540278723,4,0
1540279323,15,15
1540280523,15,19
1540281123,20,14
1540281724,10,34
1540282324,12,45
1540282924,8,0
1540284123,16,72
1540284723,13,18
1540285323,11,22
1540285924,18,30
1540286523,10,29
1540287123,12,0
1540287724,21,17
1540288923,21,0
1540289524,12,53
1540290122,12,25
1540291324,19,0
1540292523,17,83
1540293123,15,38
1540293723,17,30
1540294323,8,0
1540294924,16,22
1540295523,18,0
1540296123,10,22
1540296724,9,0
1540297323,17,18
1540298523,11,44
1540299124,16,42
1540299723,12,0
1540300923,8,14
1540302123,14,59
1540302723,14,0
1540303324,9,0
1540303924,16,33
1540304523,23,42
1540305124,19,0
1540305725,9,28
1540306324,14,42
1540306923,15,16
1540307524,10,0
1540308125,17,62
1540308723,12,20
1540309324,10,0
1540309923,6,28
1540310523,15,69
1540311124,7,0
1540311723,24,26
1540312923,10,84
1540313523,9,28
1540314124,19,0
1540314723,10,24
1540315323,13,24
1540315923,14,0
1540316524,16,13
1540317125,13,19
1540317723,6,0
1540318924,21,9
1540319523,12,8
1540320123,17,18
1540320723,17,0
1540321323,10,29
1540321925,48,0
1540322524,9,21
1540323723,9,14
1540324323,10,0
1540324924,8,0
1540326124,5,66
1540326724,9,30
1540327323,13,0
1540327923,3,34
1540328523,7,0
1540329124,15,23
1540329723,9,0
1540330323,11,7
1540330923,11,34
1540331523,9,0
1540332124,15,23
1540332723,13,0
1540333324,8,0
1540333924,5,39
1540334523,6,0
1540335724,14,29
1540336325,5,27
1540336924,13,14
1540338123,53,18
1540338723,10,7
1540339324,13,0
1540339923,10,3
1540340523,6,60
1540341124,5,0
1540341722,6,19
1540342323,8,23
1540342924,12,18
1540343524,8,15
1540344123,12,0
1540344723,4,32
1540345322,21,0
1540346524,10,28
1540347124,19,0
1540347723,17,45
1540348324,19,0
1540348924,7,33
1540349524,3,0
1540350123,10,23
1540350724,14,0
1540351323,5,0
1540351924,12,20
1540352523,18,21
1540353723,13,44
1540354324,3,23
1540354924,13,14
1540355523,15,21
1540356123,16,58
1540356723,10,0
1540357323,12,55
1540358523,17,51
1540359122,9,0
1540359725,10,26
1540360323,18,23
1540360923,13,0
1540362123,13,65
1540362724,9,41
1540363323,10,0
1540363923,10,32
1540364524,17,13
1540365123,7,0
1540365724,5,0
1540366323,2,14
1540366923,8,27
1540368123,12,18
1540368724,5,39
1540369323,15,51
1540369923,7,28
1540370523,13,0
1540371724,6,36
1540372324,4,0
1540372923,14,29
1540374123,11,0
1540375323,15,69
1540376523,13,0
