DateTime,AddedIPs,RemovedIPs
1540137875,48,64
1540139093,69,100
1540139797,87,40
1540140502,34,64
1540141240,68,46
1540142272,49,64
1540143140,65,40
1540144110,45,45
1540145076,49,60
1540146031,53,67
1540146998,68,44
1540147951,62,40
1540148915,48,52
1540149873,49,44
1540150829,32,55
1540151806,55,50
1540152752,47,21
1540153462,34,63
1540154184,58,39
1540154902,44,43
1540155638,38,42
1540156595,47,63
1540157559,51,47
1540158262,33,49
1540158988,56,43
1540159702,38,31
1540160426,26,40
1540161396,47,59
1540162352,47,42
1540163318,51,37
1540164265,35,47
1540164982,45,51
1540165706,47,38
1540166435,57,70
1540167152,55,86
1540168108,88,49
1540169072,42,75
1540169780,81,66
1540170514,54,20
1540171222,27,96
1540171950,100,55
1540172914,61,58
1540173873,53,104
1540174583,90,27
1540175306,28,67
1540176024,71,44
1540176754,29,57
1540177718,69,33
1540178417,28,38
1540179140,33,63
1540179855,65,52
1540180591,48,50
1540181553,58,52
1540182511,41,69
1540183466,62,58
1540184444,49,51
1540185395,48,50
1540186355,35,54
1540187311,57,43
1540188276,44,37
1540189231,48,76
1540190202,78,40
1540191152,34,76
1540192121,66,123
1540193068,120,48
1540194128,60,145
1540194747,145,56
1540195473,41,130
1540196186,142,48
1540196905,65,56
1540197868,58,65
1540198854,67,34
1540199814,43,53
1540200499,48,35
1540201228,48,69
1540202189,69,41
1540203151,46,64
1540203863,62,47
1540204583,51,52
1540205306,40,56
1540206038,67,45
1540206751,52,61
1540207471,69,58
1540208192,61,48
1540209150,52,58
1540210119,52,61
1540211067,60,73
1540212031,74,43
1540212766,41,62
1540213469,47,58
1540214186,73,50
1540214907,58,55
1540215872,65,43
1540216838,51,77
1540217802,73,38
1540218737,42,66
1540219716,71,47
1540220677,39,37
1540221629,45,91
1540222598,76,44
1540223551,55,45
1540224553,43,35
1540225468,47,60
1540226199,58,55
1540226914,59,37
1540227664,43,82
1540228360,90,25
1540229309,48,104
1540230269,92,50
1540231239,40,91
1540232198,71,71
1540233152,74,66
1540233864,68,70
1540234596,70,67
1540235306,61,43
1540236024,40,48
1540237002,48,44
1540237954,48,51
1540238916,52,41
1540239867,42,50
1540240828,45,61
1540241790,57,46
1540242755,58,69
1540243465,50,48
1540244189,46,38
1540244904,28,34
1540245671,32,41
1540246589,39,80
1540247539,67,43
1540248511,33,52
1540249484,51,68
1540250673,68,60
1540251627,53,48
1540252593,45,28
1540253552,36,58
1540254527,46,54
1540255467,64,56
1540256441,46,45
1540257382,56,62
1540258354,63,51
1540259064,55,37
1540259785,39,76
1540260507,73,30
1540261229,30,38
1540262195,47,56
1540263155,49,46
1540264117,44,42
1540265070,44,102
1540266030,102,33
1540266992,28,73
1540267956,63,66
1540268670,52,28
1540269394,19,84
1540270106,73,51
1540270836,62,39
1540271800,47,59
1540272754,55,61
1540273715,59,48
1540274675,39,63
1540275632,75,48
1540276598,53,52
1540278281,64,84
1540279010,69,60
1540279949,70,64
1540280664,53,66
1540281386,58,61
1540282126,76,40
1540283059,73,75
1540284025,48,51
1540285016,45,68
1540285959,74,23
1540286913,34,60
1540287873,57,60
1540288581,43,45
1540289312,46,41
1540290271,51,56
1540290982,54,40
1540291711,44,52
1540292683,38,42
1540293633,64,61
1540294599,58,49
1540295555,57,44
1540296530,53,44
1540297491,37,47
1540298439,46,50
1540299393,51,57
1540300366,53,39
1540301066,36,57
1540301783,61,54
1540302505,59,64
1540303234,76,50
1540304208,54,76
1540305139,82,68
1540306103,75,69
1540307065,58,71
1540308025,84,58
1540308986,52,50
1540309940,59,60
1540310950,60,28
1540311876,39,42
1540312837,62,55
1540314045,57,77
1540315009,69,78
1540315948,86,70
1540316898,60,64
1540317866,61,105
1540318824,113,63
1540319806,67,53
1540320756,50,88
1540321727,69,58
1540322652,63,57
1540323624,60,69
1540324575,62,69
1540325547,68,81
1540326511,58,72
1540327480,71,56
1540328422,46,36
1540329403,32,82
1540330358,93,63
1540331321,68,59
1540332277,45,122
1540333244,113,45
1540334224,46,40
1540335147,35,63
1540336131,51,27
1540337056,39,84
1540338014,76,51
1540338998,51,59
1540339940,46,61
1540340900,72,68
1540341854,75,73
1540342844,70,70
1540343781,75,46
1540344746,43,48
1540345475,51,43
1540346186,48,76
1540346925,45,29
1540347854,38,56
1540348835,42,165
1540349790,148,60
1540350768,81,54
1540351467,55,63
1540352189,72,63
1540352907,57,47
1540353640,41,59
1540354591,62,55
1540355555,41,51
1540356521,47,68
1540357475,68,53
1540358923,63,41
1540359639,56,71
1540360593,61,70
1540361561,74,61
1540362535,62,75
1540363473,70,40
1540364680,39,72
1540365632,74,60
1540366351,58,46
1540367072,69,50
1540367787,49,38
1540368760,46,59
1540369714,66,50
1540370674,34,43
1540371638,39,72
1540372583,85,86
1540373559,82,64
1540374267,55,31
1540374990,36,54
1540375707,52,30
1540376437,23,90
